Title,Conference,Synthetic_Labels
An On-demand QoS Routing Protocol for Mobile Ad Hoc Networks.,INFOCOM,INFOCOM
Dynamic Guard Bandwidth Scheme for Wireless Broadband Networks.,INFOCOM,INFOCOM
From user-centric web traffic data to usage data.,WWW,WWW
Resource Aware Middleware Services Over MANETs.,INFOCOM,INFOCOM
60 GHz meta-material wideband antenna for FPGA Giga bit data transmission.,ISCAS,ISCAS
Fast PDA Synchronization Using Characteristic Polynomial Interpolation.,INFOCOM,ISCAS
Least squares-based lossless image coding with edge-look-ahead.,ISCAS,SIGGRAPH
A 30GHz 155Mbit/s self-calibrating direct transmitter.,ISCAS,ISCAS
Design of 4 &times; 4 MIMO-OFDMA receiver with precode codebook search for 3GPP-LTE.,ISCAS,ISCAS
Statistics on Views.,VLDB,VLDB
Hardware-efficient VLSI implementation for 3-parallel linear-phase FIR digital filter of odd length.,ISCAS,ISCAS
nioi caf&amp;eacute;: olfactory display system with visual feedback.,SIGGRAPH,SIGGRAPH
TwitterEcho: a distributed focused crawler to support open research with twitter data.,WWW,WWW
Geo/Environmental and Medical Data Management in the RasDaMan System.,VLDB,VLDB
P-TAG: large scale automatic generation of personalized annotation tags for the web.,WWW,WWW
Recognizing Exponential Inter-Contact Time in VANETs.,INFOCOM,ISCAS
"A 3.7mW, 1.6V CMOS Analog Adaptive Equalizer for a 125Mbps Wire-Line Transceiver.",ISCAS,ISCAS
PCCD: parallel continuous collision detection.,SIGGRAPH,SIGGRAPH
Maintaining Approximate Minimum Steiner Tree and k-center for Mobile Agents in a Sensor Network.,INFOCOM,VLDB
Speech and multimodal interaction in mobile search.,WWW,WWW
A Low-Noise Preamplifier with Adjustable Gain and Bandwidth for Biopotential Recording Applications.,ISCAS,ISCAS
Optimal ISP subscription for Internet multihoming: algorithm design and implication analysis.,INFOCOM,INFOCOM
A flexible dialogue system for enhancing web usability.,WWW,WWW
Characterizing end-host application performance across multiple networking environments.,INFOCOM,INFOCOM
Simulating painted appearance of BTF materials.,SIGGRAPH,SIGGRAPH
Telenoid: tele-presence android for communication.,SIGGRAPH,SIGGRAPH
Augmenting semantic web service descriptions with compositional specification.,WWW,VLDB
Retrieval of motion capture data based on short-term feature extraction.,SIGGRAPH,SIGGRAPH
Pricing strategies for user-provided connectivity services.,INFOCOM,INFOCOM
Simple and Realistic Data Generation.,VLDB,VLDB
Topology identification of an uncertain general complex dynamical network.,ISCAS,ISCAS
BiToS: Enhancing BitTorrent for Supporting Streaming Applications.,INFOCOM,WWW
Toward a psychophysically-based light reflection model for image synthesis.,SIGGRAPH,SIGGRAPH
Implementation Strategies for the Census Data Base.,VLDB,VLDB
Birds-eye view ray scan system for flatbed autostereoscopic displays.,SIGGRAPH,SIGGRAPH
Understanding Insights into the Basic Structure and Essential Issues of Table Placement Methods in Clusters.,VLDB,VLDB
A continuous-time band-pass Sigma Delta modulator implemented in 0.35&micro;m BiCMOS using transmission lines.,ISCAS,ISCAS
Extendable point-to-multi-point protocol processor for 10G-EPON MAC SoCs.,ISCAS,ISCAS
Egress Admission Control.,INFOCOM,INFOCOM
Design of IIR allpass fractional-delay fractional Hilbert transformer using complex cepstrum.,ISCAS,ISCAS
A High Performance Linear Current Mode Image Sensor.,ISCAS,ISCAS
Structured Materialized Views for XML Queries.,VLDB,VLDB
Load Balancing in Large-Scale RFID Systems.,INFOCOM,INFOCOM
Big Data and Cloud Computing: New Wine or just New Bottles?.,VLDB,VLDB
Real time operating system modeling in a system level design environment.,ISCAS,ISCAS
An efficient blind fine synchronization scheme for SCBT systems.,ISCAS,ISCAS
Efficient search engine measurements.,WWW,VLDB
Gate-level dual-threshold static power optimization methodology (GDSPOM) for designing high-speed low-power SOC applications using 90nm MTCMOS technology.,ISCAS,ISCAS
Non-Delaunay hierarchical mesh-based motion estimation and compensation for Wavelet Video coding.,ISCAS,SIGGRAPH
Step-response Optimization Techniques for Low-power Three-stage Operational Amplifiers for Large Capacitive Load Applications.,ISCAS,ISCAS
Constructing multi-granular and topic-focused web site maps.,WWW,WWW
A Real-time E-Marketplace System for Advertising Opportunities on Datacasting.,WWW,INFOCOM
Robust Distributed Top-N Frequent Pattern Mining Using the SAP BW Accelerator.,VLDB,VLDB
Improving static and dynamic registration in an optical see-through HMD.,SIGGRAPH,SIGGRAPH
A publish and subscribe collaboration architecture for web-based information.,WWW,WWW
RapidRAID: Pipelined erasure codes for fast data archival in distributed storage systems.,INFOCOM,VLDB
The LEBONED Metadata Architecture.,WWW,VLDB
Eclipse Attacks on Overlay Networks: Threats and Defenses.,INFOCOM,INFOCOM
Sparse linear methods with side information for Top-N recommendations.,WWW,VLDB
A comparative study of two network-based anomaly detection methods.,INFOCOM,INFOCOM
Integrated Heterogenous Modelling for Power Estimation of Single Processor based Reconfigurable SoC Platform.,ISCAS,ISCAS
A novel truncated squarer with linear compensation function.,ISCAS,ISCAS
Request-Aware Scheduling for Busy Internet Services.,INFOCOM,INFOCOM
Handling network uncertainty in heterogeneous wireless networks.,INFOCOM,INFOCOM
Binary Increase Congestion Control (BIC) for Fast Long-Distance Networks.,INFOCOM,INFOCOM
Are search engine users equally reliable?,WWW,WWW
Pipelined FPGA design of the Goertzel algorithm for exon prediction.,ISCAS,ISCAS
Smart Miner: a new framework for mining large scale web usage data.,WWW,VLDB
"Comments on the Paper ""Data Base Design in Theory and Practice"".",VLDB,VLDB
Efficient Recovery of Missing Events.,VLDB,VLDB
TurboSync: Clock synchronization for shared media networks via principal component analysis with missing data.,INFOCOM,ISCAS
Speccast.,INFOCOM,SIGGRAPH
The Impact of Virtual Views on Containment.,VLDB,VLDB
Quantifying the Importance of Vantage Points Distribution in Internet Topology Measurements.,INFOCOM,INFOCOM
Energy optimal control for time varying wireless networks.,INFOCOM,INFOCOM
Floorplan-aware hierarchical NoC topology with GALS interfaces.,ISCAS,ISCAS
Power dynamics in spoken interactions: a case study on 2012 republican primary debates.,WWW,WWW
Audio Watermarking Based on Statistical Feature in Wavelet Domain.,WWW,ISCAS
"A straightforward approach of Automatic Parking System - ""Training-Recording-Play back"".",ISCAS,SIGGRAPH
"Mining, indexing, and searching for textual chemical molecule information on the web.",WWW,WWW
POIKILO: A Tool for Evaluating the Results of Diversification Models and Algorithms.,VLDB,WWW
Bitlist: New Full-text Index for Low Space Cost and Efficient Keyword Search.,VLDB,VLDB
MOVE CLICK MOVE: creating an animation DVD.,SIGGRAPH,SIGGRAPH
Database Management in the Year 2000: Projections and Star Gazing (Panel).,VLDB,VLDB
Dynamic ambient occlusion from volumetric proxies.,SIGGRAPH,SIGGRAPH
Location privacy protection from RSS localization system using antenna pattern synthesis.,INFOCOM,INFOCOM
Global Clock Synchronization in Sensor Networks.,INFOCOM,ISCAS
Exploring in the weblog space by detecting informative and affective articles.,WWW,WWW
A novel sigma-delta fractional-N synthesizer architecture with fractional spur and quantization noise cancellation.,ISCAS,ISCAS
New LC oscillator topology in CMOS 0.18&micro;m technology.,ISCAS,ISCAS
gModeler.com.,SIGGRAPH,WWW
Love_Child.,SIGGRAPH,WWW
Augmented reality for air traffic control towers.,SIGGRAPH,SIGGRAPH
Heavy tailed M/G/1-PS queues with impatience and admission control in packet networks.,INFOCOM,INFOCOM
Orthonormal eigenvectors of the DFT-IV matrix by the eigenanalysis of a nearly tridiagonal matrix.,ISCAS,ISCAS
EvalIris - A Web Service for Web Accessibility Evaluation.,WWW,WWW
Data gathering for a culture specific approach in MIR.,WWW,SIGGRAPH
Automatically generating labels based on unified click model.,WWW,WWW
Design and Implementation of Semantic Web Applications.,WWW,WWW
A signal perturbation free semi-blind MRT MIMO channel estimation approach.,ISCAS,ISCAS
An approach for joint blind space-time equalization and DOA estimation.,ISCAS,ISCAS
High level specification of embedded listeners for monitoring of Network-on-Chips.,ISCAS,ISCAS
New developments in color image tampering detection.,ISCAS,SIGGRAPH
On the three-dimensional orthogonal drawing of series-parallel graphs (extended abstract).,ISCAS,VLDB
Program Analysis for Conversion from a Navigation to a Specification Database Interface.,VLDB,ISCAS
Efficient multidimensional sampling scheme for Fourier transform estimation.,ISCAS,VLDB
An enhanced switching policy for buck-derived multi-level switching power amplifiers.,ISCAS,ISCAS
The linked data platform (LDP).,WWW,WWW
A Decade of Progress in Indexing and Mining Large Time Series Databases.,VLDB,VLDB
"A low-power, high-speed RB-to-NB converter for fast redundant binary multiplier.",ISCAS,ISCAS
CASL hypervisor and its virtualization platform.,ISCAS,ISCAS
Using Referential Integrity To Easily Define Consistent Subset Replicas.,VLDB,VLDB
A precedence effect based far-field DoA estimation algorithm.,ISCAS,ISCAS
Providing Database Migration Tools - A Practicioner's Approach.,VLDB,VLDB
Tom n Jerry.,SIGGRAPH,Not applicable
Light field mapping: efficient representation and hardware rendering of surface light fields.,SIGGRAPH,SIGGRAPH
Reconfigurable Clock Distribution Circuitry.,ISCAS,ISCAS
To preempt or not: Tackling bid and time-based cheating in online spectrum auctions.,INFOCOM,INFOCOM
Can I find what I'm looking for?,WWW,Not applicable
On two-directional orthogonal ray graphs.,ISCAS,SIGGRAPH
Cross-lingual web spam classification.,WWW,WWW
Frequency-response Masking based Filter Bank for QRS Dection in Wearable Biomedical Devices.,ISCAS,INFOCOM
Russian web spam evolution: yandex experience.,WWW,WWW
MapInfo SpatialWare: A Spatial Information Server for RDBMS.,VLDB,VLDB
Content-aware write reduction mechanism of phase-change RAM based Frame Store in H.264 Video codec system.,ISCAS,ISCAS
A Game-Theoretic Analysis of QoS in Wireless MAC.,INFOCOM,INFOCOM
PVT-invariant single-to-differential data converter with minimum skew and duty-ratio distortion.,ISCAS,ISCAS
SoCo: a social network aided context-aware recommender system.,WWW,WWW
Edge-preserving self-healing: Keeping network backbones densely connected.,INFOCOM,INFOCOM
"PULSE, a Flexible P2P Live Streaming System.",INFOCOM,WWW
The Speech Recogniton System based on Structure Equivalent Fuzzy RBF Neural Network.,ISCAS,ISCAS
Detecting soft errors by redirection classification.,WWW,ISCAS
Information cascades in social media in response to a crisis: a preliminary model and a case study.,WWW,WWW
PIQL: Success-Tolerant Query Processing in the Cloud.,VLDB,VLDB
Is random walk truly memoryless - Traffic analysis and source location privacy under random walks.,INFOCOM,INFOCOM
Locking Protocols for Materialized Aggregate Join Views.,VLDB,VLDB
Velocity saturation current-mode CMOS imaging sensor.,ISCAS,ISCAS
Pointshop 3D: an interactive system for point-based surface editing.,SIGGRAPH,SIGGRAPH
GPU-enabled parallel processing for image halftoning applications.,ISCAS,SIGGRAPH
Unified Quadratic Programming Approach For 3-D Mixed Mode Placement.,ISCAS,ISCAS
A 14V-output adaptive-off-time boost converter with quasi-fixed-frequency in full loading range.,ISCAS,ISCAS
A 1-V 100-dB dynamic range 24.4-kHz bandwidth delta-sigma modulator.,ISCAS,ISCAS
Algorithms for generation of quaternary fixed polarity arithmetic spectra.,ISCAS,ISCAS
Visual simulation of bleeding on skin surface.,SIGGRAPH,SIGGRAPH
The Use of Information Capacity in Schema Integration and Translation.,VLDB,VLDB
An Automated Algorithm to Generate Stream Programs.,ISCAS,VLDB
Skeleton-based cartoon hair modeling using blobby model.,SIGGRAPH,SIGGRAPH
r-Kernel: An operating system foundation for highly reliable networked embedded systems.,INFOCOM,ISCAS
"MusicSpace: you ""play"" the music.",SIGGRAPH,SIGGRAPH
A multibit continuous time sigma delta modulator with successive-approximation quantizer.,ISCAS,ISCAS
On the Queueing Analysis of Dispersed Periodic Messages.,INFOCOM,INFOCOM
Implementation of a motion sickness evaluation system based on EEG spectrum analysis.,ISCAS,ISCAS
Differentiated bandwidth sharing with disparate flow sizes.,INFOCOM,INFOCOM
10Gbit/s 2mW inductorless transimpedance amplifier.,ISCAS,ISCAS
Revisiting the k-means algorithm for fast trajectory segmentation.,SIGGRAPH,VLDB
Entity Resolution with Evolving Rules.,VLDB,VLDB
"A 7.5mW, 11-bit continuous-time sigma-delta A/D converter for WLAN applications.",ISCAS,ISCAS
Gossip based streaming.,WWW,INFOCOM
Query Languages and Data Models for Database Sequences and Data Streams.,VLDB,VLDB
International workshop on question answering on the web (QAWeb2008).,WWW,WWW
Minimum camera barrier coverage in wireless camera sensor networks.,INFOCOM,INFOCOM
Beamforming MIMO Receiver with Reduced Hardware Complexity.,ISCAS,ISCAS
Private Analysis of Graph Structure.,VLDB,VLDB
"A Fourth-order, Audio-bandwidth, 87.5-dB SNDR SigmaDelta Modulator for MEMS Microphones.",ISCAS,ISCAS
Secret communication in large wireless networks without eavesdropper location information.,INFOCOM,INFOCOM
Visualization of Geo-annotated pictures in mobile phones.,WWW,SIGGRAPH
An admission control scheme for predictable server response time for web accesses.,WWW,WWW
Generating XML structure using examples and constraints.,VLDB,VLDB
Taming user-generated content in mobile networks via Drop Zones.,INFOCOM,INFOCOM
Ubiquitous data collection for mobile users in wireless sensor networks.,INFOCOM,INFOCOM
A Precompensation Algorithm for PWM-Based Digital Audio Amplifiers for Portable Applications.,ISCAS,ISCAS
Hybrid image interpolation with soft-decision kernel regression.,ISCAS,SIGGRAPH
Scalable Modulation for Scalable Wireless Videocast.,INFOCOM,INFOCOM
Composing better pictures in MDC: A multi-target total variational approach.,ISCAS,SIGGRAPH
An effective class-centroid-based dimension reduction method for text classification.,WWW,WWW
Ad-hoc ride sharing application using continuous SPARQL queries.,WWW,VLDB
Static force measurement by piezoelectric sensors.,ISCAS,ISCAS
On ray tracing parametric surfaces.,SIGGRAPH,SIGGRAPH
Data Models for Secondary Storage Representations.,VLDB,VLDB
Maximizing the Contact Opportunity for Vehicular Internet Access.,INFOCOM,INFOCOM
Interactive exploratory search for multi page search results.,WWW,WWW
A double-data rate (DDR) processing-in-memory (PIM) device with wideword floating-point capability.,ISCAS,ISCAS
Mapping Moving Landscapes by Mining Mountains of Logs: Novel Techniques for Dependency Model Generation.,VLDB,VLDB
VoiKiosk: increasing reachability of kiosks in developing regions.,WWW,WWW
State-of-the-art and future directions of high-performance all-digital frequency synthesis in nanometer CMOS.,ISCAS,ISCAS
Reproducing Color Images Using Custom Inks.,SIGGRAPH,SIGGRAPH
Multi-color and Artistic Dithering.,SIGGRAPH,SIGGRAPH
A Proposed AVS Decoder Configuration in the Reconfigurable Video Coding Framework.,ISCAS,ISCAS
Extracting semantic structure of web documents using content and visual information.,WWW,WWW
Economics of BitTorrent communities.,WWW,WWW
Lossless Video Compression with Residual Image prediction and Coding (RIPC).,ISCAS,SIGGRAPH
A full-differential analog design of an indirect inverse control law based on neural networks.,ISCAS,ISCAS
Cache Conscious Algorithms for Relational Query Processing.,VLDB,VLDB
Constructing extensible XQuery mappings.,WWW,VLDB
A 40nm 1.0Mb pipeline 6T SRAM with variation-tolerant Step-Up Word-Line and Adaptive Data-Aware Write-Assist.,ISCAS,ISCAS
On-line Lossless Mocap Data Compression.,ISCAS,SIGGRAPH
Configurable and ad hoc display for clothes.,SIGGRAPH,SIGGRAPH
Verifying Computations with Streaming Interactive Proofs.,VLDB,INFOCOM
"A 13-bit, low-power, compact ADC suitable for sensor applications.",ISCAS,ISCAS
